;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
3329;TI;COLOMBIA;M;30/05/2004;20211;SB11202110012016;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  5;3  a  4;Tres;Técnica  o  tecnológica  completa;Secundaria  (Bachillerato)  completa;Es  vendedor  o  trabaja  en  atención  al  público;No  aplica;Si;Si;Si;Si;Si;Si;No;Si;;3  a  5  veces  por  semana;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Mejor;No  leo  por  entretenimiento;30  minutos  o  menos;0;No;36756;376001008498;COLEGIO  REYES  CATOLICOS;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001008498;COLEGIO  REYES  CATOLICOS;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;77;96;4;60;42;3;65;71;3;65;67;3;68.0;45.0;B1;334;;68.0;PUBLICAR
14296;TI;COLOMBIA;F;12/02/2005;20211;SB11202110037283;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;No;No;No;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;Entre  1  y  2  horas;Más  de  3  horas;0;No;17293;376001003461;COLEGIO  SAN  ANTONIO  MARIA  CLARET;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001003461;COLEGIO  SAN  ANTONIO  MARIA  CLARET;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;70;78;4;71;78;4;66;76;3;69;80;3;68.0;45.0;B1;345;;75.0;PUBLICAR
15492;TI;COLOMBIA;M;06/06/2004;20211;SB11202110005643;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  5;3  a  4;Uno;No  sabe;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;46383;319001002135;COL  COLOMBO  FRANCES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;319001002135;COL  COLOMBO  FRANCES;S;URBANO;COMPLETA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;56;28;3;74;85;4;45;15;2;62;58;3;81.0;74.0;B+;305;;47.0;PUBLICAR
1878;TI;COLOMBIA;M;11/07/2003;20211;SB11202110064244;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  2;5  a  6;Tres;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  completa;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;Si;Si;Si;Si;Si;Si;Si;11  A  25  LIBROS;1  o  2  veces  por  semana;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;173534;311001109419;INSTITUTO  DE  EDUCACIÓN  FORMAL  DE  ADULTOS  EL  PENSAMIENTO  DE  PITÁGORAS;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;311001109419;INSTITUTO  DE  EDUCACIÓN  FORMAL  DE  ADULTOS  EL  PENSAMIENTO  DE  PITÁGORAS  -  SEDE  PRINCIPAL;S;URBANO;TARDE;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;39;4;2;37;5;2;40;8;1;35;6;1;27.0;1.0;A-;185;;4.0;PUBLICAR
14334;TI;COLOMBIA;M;07/04/2004;20211;SB11202110035622;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;7  a  8;Cuatro;Educación  profesional  completa;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;17293;376001003461;COLEGIO  SAN  ANTONIO  MARIA  CLARET;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001003461;COLEGIO  SAN  ANTONIO  MARIA  CLARET;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;73;87;4;81;97;4;76;97;4;79;98;4;80.0;71.0;B+;387;;96.0;PUBLICAR
2460;TI;COLOMBIA;M;05/02/2002;20211;SB11202110064198;ESTUDIANTE;COLOMBIA;;VALLE;76.0;CARTAGO;76147.0;Estrato  2;3  a  4;Dos;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  completa;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;106625;311001105944;BACHILLERATO  DE  ADULTOS  UNAD;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;311001105944;BTO  DE  ADULTOS  UNAD                                                                                                                                                                  ;S;URBANO;NOCHE;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;76147;CARTAGO;VALLE;76;60;40;3;54;27;3;46;16;2;43;15;2;58.0;29.0;A2;257;;22.0;PUBLICAR
752;TI;COLOMBIA;M;25/11/2003;20211;SB11202110024240;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;3  a  4;Dos;Secundaria  (Bachillerato)  completa;Educación  profesional  completa;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Peor;30  minutos  o  menos;Más  de  3  horas;0;No;714634;376001033859;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  LOS  ANDES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001033859;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  LOS  ANDES;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;63;49;3;50;19;2;56;42;3;58;44;3;56.0;26.0;A1;283;;35.0;PUBLICAR
13306;TI;COLOMBIA;F;06/02/0004;20211;SB11202110020619;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;Si;Si;No;Si;Si;No;No;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Peor;Entre  1  y  2  horas;Entre  30  y  60  minutos;0;No;101048;476520006324;COLEGIO  BILINGÜE  SAN  JOSE  CAMPESTRE;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;476520006324;COL  SAN  JOSE  CAMPESTRE;S;URBANO;COMPLETA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;62;47;3;55;31;3;47;18;2;49;24;2;63.0;38.0;A2;270;;28.0;PUBLICAR
14217;TI;COLOMBIA;M;06/02/2003;20211;SB11202110001894;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Postgrado;Postgrado;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;19695;311769001846;COL  SAN  TARSICIO                                                                                                                                                                        ;MASCULINO;NO  OFICIAL;B;N;ACADÉMICO;311769001846;COL  SAN  TARSICIO                                                                                                                                                                        ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;69;74;4;77;91;4;67;79;3;70;81;3;100.0;100.0;B+;365;;88.0;PUBLICAR
13730;TI;COLOMBIA;M;18/05/2003;20211;SB11202110037179;ESTUDIANTE;COLOMBIA;No;RISARALDA;66.0;PEREIRA;66001.0;Estrato  6;3  a  4;Tres;Educación  profesional  completa;No  sabe;Es  agricultor,  pesquero  o  jornalero;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Peor;30  minutos  o  menos;Entre  1  y  3  horas;0;No;77776;366001003814;COL  FUNDACION  LIC  INGLES;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;366001003814;COL  FUNDACION  LIC  INGLES;S;RURAL;COMPLETA;66001;PEREIRA;66;RISARALDA;N;66001;PEREIRA;RISARALDA;66;74;90;4;81;97;4;76;97;4;69;78;3;100.0;100.0;B+;385;;95.0;PUBLICAR
3156;TI;COLOMBIA;F;17/06/2004;20211;SB11202110005037;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;Si;No;0  A  10  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Mejor;No  leo  por  entretenimiento;Entre  30  y  60  minutos;Entre  21  y  30  horas;No;16691;376001001116;COLEGIO  AMERICANO;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001001116;COLEGIO  AMERICANO;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;48;13;2;58;38;3;55;39;2;60;49;3;62.0;36.0;A2;279;;33.0;PUBLICAR
6272;TI;COLOMBIA;M;28/05/2003;20211;SB11202110033943;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Tres;Primaria  completa;Secundaria  (Bachillerato)  completa;No  aplica;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;Si;Si;Si;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Peor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;84988;376001007670;COLEGIO  LEON  DE  GREIFF;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001007670;COLEGIO  LEON  DE  GREIFF;S;URBANO;TARDE;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;50;16;2;52;24;3;45;15;2;38;9;1;60.0;32.0;A2;237;;15.0;PUBLICAR
13511;TI;COLOMBIA;F;22/10/2003;20211;SB11202110001211;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  1  y  2  horas;Más  de  3  horas;0;No;62455;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;S;RURAL;COMPLETA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;74;91;4;74;86;4;70;86;3;75;94;4;74.0;54.0;B1;367;;89.0;PUBLICAR
1607;TI;COLOMBIA;M;07/05/2003;20211;SB11202110062700;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;5  a  6;Tres;Educación  profesional  completa;Educación  profesional  completa;No  sabe;No  sabe;Si;Si;Si;Si;No;Si;No;No;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Nunca  o  rara  vez  comemos  eso;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;169672;311001109664;COLEGIO  MONTERROSALES;MIXTO;NO  OFICIAL;OTRO;N;ACADÉMICO;311001109664;COLEGIO  MONTERROSALES  -  SEDE  PRINCIPAL;S;RURAL;MAÑANA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;64;54;3;48;16;2;44;12;2;62;56;3;85.0;87.0;B+;284;;36.0;PUBLICAR
10798;TI;COLOMBIA;M;18/01/2003;20211;SB11202110035816;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;1  a  2;Dos;No  sabe;Técnica  o  tecnológica  completa;Es  vendedor  o  trabaja  en  atención  al  público;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;No;No;Si;No;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;117978;376001005758;INST.  TECN.  HERMANO  MIGUEL;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001005758;INSTITUTO  TECNICO  HERMANO  MIGUEL;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;71;82;4;82;100;4;65;72;3;57;44;3;60.0;32.0;A2;340;;72.0;NO  SE  COMPROBO  IDENTIDAD  DEL  EXAMINADO
861;CC;COLOMBIA;F;27/07/2001;20211;SB11202110008979;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Tres;Técnica  o  tecnológica  completa;Primaria  incompleta;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;No;Si;No;Si;No;Si;No;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Igual;No  leo  por  entretenimiento;Entre  30  y  60  minutos;Menos  de  10  horas;Si,  en  efectivo;100461;376001041602;CENTRO  DE  ESTUDIOS  PARA  LOS  SISTEMAS  DE  INFORMACION  CESI;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001041602;CENTRO  DE  ESTUDIOS  PARA  LOS  SISTEMAS  DE  INFORMACION  CESI  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;38;4;2;48;16;2;48;21;2;34;5;1;40.0;7.0;A-;209;;8.0;PUBLICAR
15147;TI;COLOMBIA;F;04/08/2003;20211;SB11202110018061;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;No;19489;311848002351;COL  SANTA  FRANCISCA  ROMANA;FEMENINO;NO  OFICIAL;B;S;ACADÉMICO;311848002351;COL  SANTA  FRANCISCA  ROMANA;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;66;63;4;82;100;4;71;90;4;71;84;4;84.0;84.0;B+;367;;89.0;PUBLICAR
3257;TI;COLOMBIA;M;02/12/2003;20211;SB11202110014855;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  incompleta;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;Si;Si;No;Si;Si;No;Si;MÁS  DE  100  LIBROS;3  a  5  veces  por  semana;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Peor;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;29231;311001033633;CENT  EDUC  Y  CULT  ESPAÑOL  REYES  CATOLICOS;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;311001033633;CENT  EDUC  Y  CULT  ESPAÑOL  REYES  CATOLICOS;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;67;67;4;74;84;4;69;84;3;70;81;3;76.0;60.0;B1;352;;80.0;PUBLICAR
13280;TI;COLOMBIA;F;28/09/2003;20211;SB11202110004391;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Tres;Educación  profesional  completa;Postgrado;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;66951;411001076558;COLEGIO  BILINGÜE  TIERRA  NUEVA                                                                                        ;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;411001076558;COLEGIO  BILINGÜE  TIERRA  NUEVA                                                                                        ;S;RURAL;COMPLETA;25377;LA  CALERA;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;76;95;4;75;87;4;69;84;3;73;88;4;88.0;95.0;B+;372;;91.0;PUBLICAR
13519;TI;COLOMBIA;M;21/04/2003;20211;SB11202110003083;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  5;1  a  2;Dos;Educación  profesional  completa;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Pensionado;Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Peor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;62455;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;S;RURAL;COMPLETA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;63;49;3;69;72;3;60;56;3;72;87;4;79.0;66.0;B+;335;;68.0;PUBLICAR
2648;CC;COLOMBIA;M;27/03/2000;20211;SB11202110036284;ESTUDIANTE;COLOMBIA;No;META;50.0;VILLAVICENCIO;50001.0;Estrato  1;7  a  8;Dos;Secundaria  (Bachillerato)  completa;Educación  profesional  incompleta;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;No;No;No;No;No;No;No;0  A  10  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Peor;30  minutos  o  menos;Entre  1  y  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;127944;350001006933;GIMNASIO  INTERACTIVO  KAIZEN;MIXTO;NO  OFICIAL;A;;ACADÉMICO;350001006933;GIMNASIO  INTERACTIVO  KAIZEN  -  SEDE  PRINCIPAL;S;URBANO;SABATINA;50001;VILLAVICENCIO;50;META;N;50001;VILLAVICENCIO;META;50;66;62;4;58;38;3;43;12;2;52;30;2;54.0;23.0;A1;273;;30.0;PUBLICAR
6528;CC;COLOMBIA;M;22/08/2002;20211;SB11202110003321;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  5;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;No  leo  por  entretenimiento;Entre  1  y  3  horas;Menos  de  10  horas;Si,  en  especie;53108;376001026569;FUNDACION  EDUCATIVA  LIDERES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001026569;FUNDACION  EDUCATIVA  LIDERES;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;53;21;3;50;21;2;54;35;2;62;57;3;73.0;52.0;B1;281;;34.0;PUBLICAR
5997;TI;COLOMBIA;F;20/05/2005;20211;SB11202110064369;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Tres;No  sabe;No  sabe;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);No  sabe;Si;Si;Si;Si;Si;No;No;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Mejor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;122606;425175032631;ZION  SCHOOL                                                                                                  ;MIXTO;NO  OFICIAL;B;;ACADÉMICO;425175032631;ZION  SCHOOL                                                                                                    -  SEDE  PRINCIPAL;S;RURAL;COMPLETA;25175;CHÍA;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;73;87;4;63;53;3;61;59;3;69;79;3;81.0;75.0;B+;338;;70.0;PUBLICAR
2499;CC;COLOMBIA;M;13/04/1963;20211;SB11202110064556;ESTUDIANTE;COLOMBIA;;CASANARE;85.0;YOPAL;85001.0;;1  a  2;Uno;;;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Trabaja  en  el  hogar,  no  trabaja  o  estudia;;Si;Si;No;;No;Si;No;;;;;Peor;;;Entre  11  y  20  horas;Si,  en  efectivo;124891;368679001024;CORPORACION  EDUCATIVA  PARA  JOVENES  Y  ADULTOS  GENERAL  SANTANDER;MIXTO;NO  OFICIAL;OTRO;;ACADÉMICO;368679001024;CORPORACION  EDUCATIVA  PARA  JOVENES  Y  ADULTOS  GENERAL  SANTANDER  -  SEDE  PRINCIPAL;S;URBANO;SABATINA;68679;SAN  GIL;68;SANTANDER;N;85001;YOPAL;CASANARE;85;26;1;1;27;1;1;41;9;2;34;5;1;30.0;2.0;A-;159;;1.0;PUBLICAR
